0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003682,0.000000,3.682397
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003685,0.000000,3.685416
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.684057
0.000000,-0.003684,0.000000,3.683755
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.684057
0.000000,-0.003684,0.000000,3.683755
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.003684,0.000000,3.684057
0.000000,-0.003684,0.000000,3.683755
0.000000,-0.003684,0.000000,3.683906
0.000000,-0.001982,0.000000,1.982239
0.000000,-0.001982,0.000000,1.982239
0.000000,-0.001982,0.000000,1.982239
0.000000,-0.001982,0.000000,1.982239
0.000000,-0.001982,0.000000,1.982239
